1127540	meaning of shebang	language	definition	language	dictionary
23849	are naturalization records public information	description	long answer	law	web search
132622	definition of attempted arson	description	definition	law	web search
701453	what is a statutory deed	description	long answer	law	web passage
443396	lps laws definition	description	definition	law	web search
1117817	what does unauthorized act in writing mean	description	long answer	law	web search
1121353	what can you do about discrimination in the workplace in oklahoma city	process	guide	law	web search
245052	how long do financial institutions keep records after closing	quantity	factoid	law	web search
911232	what type of conflict does della face in o, henry the gift of the magi	description	short description	literature	web passage
945835	when does ace hardware open?	attribute	factoid	local	web search
175920	driving distance geneva ny to syracuse	calculation	maps	local	map
1112142	what is the distance between flat rock michigan and detroit michigan	calculation	maps	local	map
514096	the after hours clinic	entity	maps	local	web search
206106	hotels in st. louis area	list	list	local	map
435548	landfill hours	temporal	factoid	local	map
543273	weather in antigua november	weather	weather	local	weather
545355	weather in novi sad	weather	weather	local	weather
850358	what is the temperature in venice fl	weather	weather	local	weather
1133167	how is the weather in jamaica	weather	weather	local	weather
99005	convert sq meter to sq inch	calculation	calculator	mathematics	calculator
119821	define curvilinear	description	definition	mathematics	dictionary
653399	what does the weird e mean in math	description	definition	mathematics	web passage
1049519	who said no one can make you feel inferior	entity	Factoid	history	web search
359349	how to find the midsegment of a trapezoid	process	long answer	mathematics	web passage
1121709	what are the three percenters?	description	definition	politics	web passage
1121879	what are the major political parties in great britain? select all that apply.	list	list	politics	web search
914916	what type of tissue are bronchioles	attribute	factoid	science	web short answer
141630	describe how muscles and bones work together to produce movement	description	long answer	science	web passage
156493	do goldfish grow	description	factoid	science	web passage
183378	exons definition biology	description	definition	science	web passage
207786	how are some sharks warm blooded	description	long answer	science	web passage
444389	magnesium definition chemistry	description	definition	science	web passage
794223	what is scientific definition of cytoplasm	description	definition	science	web passage
705609	what is a virus made of	description	short answer	science	web search
1108100	what type of movement do bacteria exhibit?	description	long answer	science	web passage
47923	axon terminals or synaptic knob definition	list	list	science	web passage
174463	dog day afternoon meaning	description	definition	language	web passage
1113437	what is physical description of spruce	description	long answer	science	web passage
332593	how often to button quail lay eggs	attribute	factoid	science	web passage
1116380	what is a nonconformity? earth science	description	definition	science	web passage
1122767	what amino produces carnitine	description	short description	science	web passage
1133579	how does granulation tissue start	description	long answer	science	web passage
436707	largest known insects	entity	list	science	web passage
1124210	tracheids are part of _____.	entity	factoid	science	web short answer
1106928	when are the four forces that act on an airplane in equilibrium?	list	factoid	science	web passage
1109707	what medium do radio waves travel through	description	Long answer	science	web passage
246883	how long do ticks survive without host	quantity	factoid	science	web passage
264014	how long is life cycle of flea	quantity	factoid	science	web short answer
1129237	hydrogen is a liquid below what temperature	quantity	factoid	science	web passage
1136769	why does lacquered brass tarnish	reason	long answer	science	web search
735482	what is cow chip t	description	short answer	sports	web search
1056416	who was the highest career passer rating in the nfl	entity	Factoid	sports	web short answer
1134431	head basketball coach at texas a&m.	entity	factoid	sports	KG
1132213	how long to hold bow in yoga	quantity	factoid	sports	web passage
1071750	why is pete rose banned from hall of fame	reason	short description	sports	web passage
425632	is the a splitboard in skis	verification	short answer	sports	web passage
808400	what is the best music maker	advice	long answer	technology	web search
197312	group edit policy	description	factoid	technology	web search
469589	oracle bind variable example	description	short answer	technology	web search
490595	rsa definition key	description	definition	technology	web passage
716113	what is an mbot	description	short answer	technology	web passage
1110199	what is wifi vs bluetooth	description	comparison	technology	web passage
1115210	what is chaff and flare	description	multi-answer	technology	web passage
1121402	what can contour plowing reduce	entity	factoid	technology	web passage
1122843	what adobe do you need to create external links in a pdf document	entity	factoid	technology	web short answer
26703	army dating websites	list	list	technology	web search
384356	how to uninstall xbox from windows 10	process	long answer	technology	web passage
104861	cost of interior concrete flooring	quantity	factoid	technology	web search
814183	what is the data rate of sdtv	quantity	factoid	technology	web short answer
1132044	how many bricks per wall	quantity	factoid	technology	web short answer
156498	do google docs auto save	verification	factoid	technology	web passage
660198	what food can i take on a plane	description	short answer	travel	web passage
833860	what is the most popular food in switzerland	description	factoid	travel	web passage
1136043	difference between a hotel and motel	description	comparison	travel	web passage
1112341	what is the daily life of thai people	description	long answer	travel	web search
405717	is cdg airport in main paris	verification	factoid	travel	web passage
502261	stamford federal credit union routing number	attribute			web short answer
1112389	what is the county for grand rapids, mn	attribute			web short answer
1127893	ben foster footballer net worth	attribute			web passage
1128856	ira spar phone number	attribute			web search
1135377	edward jones phone number	attribute			maps
301524	how many zeros in one septillion	calculation			web short answer
1123581	calculate my social security benefit per month	calculation			web passage
1133418	how far between shirleysburg pa and newville pa	calculation			maps
67262	can farang live in thailand	description			web search
131651	definition of a first harmonic	description			web passage
133358	definition of coining money	description			web passage
138632	definition of tangent	description			dictionary
364142	how to heal muscle soreness	description			web passage
432930	javascript how capitalize the first letter of a string	description			web search
433234	job ratio engineering	description			web search
499920	socioemotional processes definition	description			web passage
500575	sop's policy	description			web passage
551040	what age do you need to get prostate check?	description			web passage
564054	what are rdw in blood work	description			web passage
574575	what are the three distinct layers of the earth?	description			web passage
600573	what contains specific instructions that make each living thing unique?	description			web short answer
634428	what does chs stand for?	description			web passage
645693	what does pk nail stand for in survey	description			web short answer
646207	what does production design entail	description			web passage
662372	what format does a thumb drive need to be for a mac	description			web passage
671071	what information is stored on an external hard drive	description			web passage
694342	what is a period calculus	description			web passage
710347	what is amitriptyline prescribed for	description			web passage
714453	what is an exercised stock option	description			web passage
719381	what is ar balance	description			web passage
792752	what is ruclip	description			web passage
794725	what is securenet	description			web passage
805321	what is the area where rock under stress breaks and triggers an earthquake?	description			web passage
835929	what is the national convention	description			web passage
855434	what is therapy that explores relationship problems	description			web search
912070	what type of eruption does pavolf have	description			web passage
1012021	which is the definition of a market? in the study of economics	description			web passage
1014126	which numbers are the account number on the check	description			web passage
1103528	who is jobu	description			web passage
1104031	which units can be used to express force?	description			web passage
1104492	which is a certificate of debt issued by corporations and governments?	description			web passage
1107988	what type of work is barbering	description			web search
1109818	what level for banish	description			web passage
1111546	what is the medium for an artisan	description			web passage
1111906	what is the gonstead chiropractic technique	description			web passage
1116341	closed ended mortgage definition	description			web passage
1119058	what does electric vehicle mean	description			web passage
1119092	what does dual band	description			web passage
1121166	what causes meteor shower on earth	description			web passage
1122461	what are hydrocarbon in lipids	description			web passage
1124145	truncating meaning	description			dictionary
1125225	bond strike price	description			web passage
1126206	pollen is found on what part of the a flower	description			web short answer
1126813	noe fractures	description			web passage
1126814	noct temperature	description			web passage
1133249	how is atp produced	description			web passage
1134787	function of malt	description			web passage
53175	biggest house you can buy in skyrim	entity			web short answer
436600	largest hindu temple nj	entity			web short answer
523270	toyota of plano plano tx	entity			web search
883785	what origin is the last name goins	entity			web short answer
1005165	which amendment protects a person from cruel or unusual punishment	entity			web short answer
1047902	who plays dr. fell on vampire diaries	entity			KG
1055865	who was the first african-american to win wimbledon	entity			web short answer
1059231	who wrote the song look at me now song	entity			KG
1108307	what trail did thousands use to get to the gold rush	entity			web short answer
1117346	chicco pocket snack booster seat, grey	entity			web search
117831	define apprehension.	language			dictionary
479871	presidential synonym	language			web passage
494835	sensibilities, definition	language			dictionary
654723	what does velvet symbolize	language			web passage
1115392	what is biblioteca in	language			web search
1116052	what is a synonym for thoracic	language			web passage
1117387	chevy chase meaning	language			web passage
1119075	what does e pluribus unum mean in latin	language			web short answer
1124979	synonym for treatment	language			similar words
1128373	iur definition	language			web passage
1134138	honored meaning	language			dictionary
88073	causes of random whitehead outbreaks	list			web passage
203318	hilton lifetime diamond member benefits	list			web search
452431	melanoma skin cancer symptoms	list			web search
903469	what the health diet	list			web search
1044797	who noncommunicable diseases	list			web search
1121276	what causes ankle blisters	list			web passage
1121986	what are the effects of having low blood sugar	list			web passage
478605	port orange what county	location			KG
972007	where do white sox play in chicago	location			KG
1105095	where is sugar lake lodge located	location			maps
1105103	where is steph currys home in nc	location			web short answer
1120447	what county is pontiac, illinois in?	location			web short answer
351697	how to convert figures into words in excel 2010	process			web passage
1119729	what do you do when you have a nosebleed from having your nose	process			web passage
1133328	how far prior to wedding should you mail out invitations	process			web short answer
11096	acura integra timing belt replacement cost	quantity			web search
40578	average price for kitchen cabinets installation	quantity			web search
60235	calories in egg fried	quantity			web passage
89928	ceramic-tiles how much the cost for square foot	quantity			web search
100983	cost for cremation	quantity			web search
101169	cost for jet fuel	quantity			web search
194013	generic vivelle dot cost	quantity			web passage
240053	how long are safety council class certification good for	quantity			web search
278813	how many carbs should you eat each day to lose weight	quantity			web passage
292906	how many people use google in one day	quantity			web passage
306076	how much do it cost to get your bachelor degree online	quantity			web search
321441	how much is a us postal stamp cost	quantity			web search
324211	how much money a united airline get as a captain pilot	quantity			web search
904965	what time is it in howard pa	quantity			time
1129828	average sound bite	quantity			web search
1136427	why was the sat developed	reason			web search
398483	irs /gov schedule d	resource			web search
474735	phone number for southwest airlines customer service	resource			web short answer
952774	when is the evening	temporal			web search
953067	when is the month of autism awareness	temporal			web short answer
964223	when will the next eclipse occur	temporal			web passage
25129	are stem cell injections fda approved	verification			web passage
165633	does doxycycline contain sulfa	verification			web passage
199143	has trump ever said individual u.s tax rate highest in world	verification			web search
421756	is prorate the same as daily rate	verification			web search
423273	is school lunch tax deductible	verification			web search
427578	is the titanic the biggest ship ever	verification			web passage
1131069	how many sons robert kraft has	attribute	factoid	celebrity	KG
336901	how old is vanessa redgrave	attribute	factoid	entertainment	KG
938400	when did family feud come out?	attribute	factoid	entertainment	KG
1134094	hotshot members	list	factoid	entertainment	KG
315637	how much does it cost to go to alabama university	quantity	short answer	finance	web search
768208	what is mamey	description	definition	food	dictionary
537060	village of burnham	entity	factoid	geography	web search
610265	what county is new york new york in?	location	maps	geography	web search
573724	what are the social determinants of health	description	list	health	web search
703782	what is a torn disc	description	definition	health	web search
519025	the symptoms of shingles	list	list	health	web search
849550	what is the symptoms of croup	list	list	health	web passage
1109699	what mental illnesses	list	long answer	health	web passage
1127004	ms symptoms ms	list	list	health	web search
962179	when was the salvation army founded	attribute	factoid	history	web short answer
121171	define etruscans	description	definition	history	dictionary
1103812	who formed the commonwealth of independent states	list	list	history	KG
673670	what is a alm	description	definition	history	web search
1103153	who is thomas m cooley	description	short description	history	web passage
1037798	who is robert gray	entity	short answer	history	web search
1108450	define define gallows	description	definition	language	dictionary
1125755	reigning, definition	description	definition	language	dictionary
1134939	flyover definition	description	definition	language	dictionary
130510	definition declaratory judgment	description	definition	law	web search
1123657	walmart phone number linton in	attribute	factoid	local	KG
1106979	define pareto chart in statistics	description	definition	mathematics	web search
1037496	who is rep scalise?	description	short description	politics	web passage
1110678	what is the un fao	description	short description	politics	web search
463271	neptune's distance from earth	attribute	factoid	science	KG
19335	anthropological definition of environment	description	definition	science	web search
131843	definition of a sigmet	description	definition	science	web search
819983	what is the electric field at	description	factoid	science	web search
1117099	what is a active margin	description	definition	science	web search
809525	what is the botanical name for mango	language	factoid	science	KG
1105792	define: geon	description	definition	science	web search
1064670	why do hunters pattern their shotguns?	reason	long answer	sports	web passage
1107315	what year were the timberwolves founded	temporal	factoid	sports	KG
792635	what is rsrq	language	definition	technology	web search
291865	how many people are in the peru	attribute			KG
335594	how old is kidman	attribute			KG
532603	university of dubuque enrollment	attribute			KG
1106293	when shazam movie released	attribute			KG
20455	ar glasses definition	description			web search
541571	wat is dopamine	description			web search
691330	what is a moderator variable	description			web search
706080	what is a web domain	description			web search
744366	what is epicureanism	description			dictionary
747511	what is firewalk	description			web search
766511	what is lmt stocks	description			finance
789700	what is rbrvs	description			web search
929033	what years were the crusades	description			KG
1114563	what is ftl games	description			web search
1127622	meaning of heat capacity	description			dictionary
885490	what party is paul ryan in	entity			KG
1115569	what is andres b	entity			web search
180442	enemy of the state film cast	list			KG
1047259	who played starsky and hutch	list			KG
1119827	cast of sky captain and the world of tomorrow	list			KG
1120868	what colors are louisiana tech	list			KG
1124464	the quad cast	list			KG
277780	how many calories in tablespoon mayonnaise	quantity			KG
1134463	harvey mudd tuition cost	quantity			KG
